"split","row_id","positive_grade"
"train",422,1
"train",423,0
"train",424,1
"train",425,1
"train",426,1
"train",427,1
"train",428,1
"train",430,1
"train",432,1
"train",435,1
"train",436,1
"train",437,1
"train",438,1
"train",441,1
"train",443,1
"train",444,1
"train",445,1
"train",446,1
"train",447,1
"train",449,1
"train",450,1
"train",452,1
"train",455,1
"train",456,1
"train",457,0
"train",459,1
"train",460,1
"train",461,1
"train",462,1
"train",463,1
"train",465,1
"train",466,1
"train",468,1
"train",469,1
"train",470,1
"train",471,1
"train",472,1
"train",473,1
"train",474,1
"train",477,1
"train",478,0
"train",480,1
"train",481,1
"train",482,1
"train",483,0
"train",484,1
"train",485,1
"train",486,1
"train",489,1
"train",490,1
"train",491,1
"train",492,1
"train",493,1
"train",495,1
"train",496,1
"train",497,1
"train",498,1
"train",499,1
"train",503,1
"train",504,1
"train",505,1
"train",506,1
"train",508,1
"train",509,1
"train",510,0
"train",511,1
"train",512,0
"train",515,0
"train",516,0
"train",517,1
"train",518,1
"train",519,1
"train",520,1
"train",522,1
"train",524,1
"train",526,1
"train",527,1
"train",528,0
"train",529,0
"train",530,1
"train",531,1
"train",534,0
"train",535,0
"train",536,1
"train",537,1
"train",538,1
"train",540,1
"train",541,1
"train",543,1
"train",544,1
"train",545,1
"train",546,1
"train",547,1
"train",549,1
"train",551,1
"train",552,1
"train",553,1
"train",554,1
"train",555,0
"train",556,1
"train",557,1
"train",558,0
"train",559,1
"train",560,1
"train",561,1
"train",562,1
"train",568,1
"train",569,1
"train",570,1
"train",571,1
"train",572,1
"train",573,1
"train",574,1
"train",576,0
"train",577,1
"train",579,1
"train",580,1
"train",581,0
"train",582,1
"train",583,1
"train",584,1
"train",586,1
"train",587,1
"train",588,1
"train",589,1
"train",590,1
"train",591,1
"train",592,1
"train",593,1
"train",594,1
"train",595,1
"train",597,1
"train",598,1
"train",599,1
"train",600,1
"train",601,0
"train",602,1
"train",603,1
"train",604,1
"train",605,1
"train",606,0
"train",608,1
"train",609,0
"train",610,1
"train",611,1
"train",612,1
"train",613,1
"train",615,1
"train",616,1
"train",617,1
"train",618,1
"train",619,1
"train",620,1
"train",621,1
"train",622,1
"train",623,1
"train",624,1
"train",625,1
"train",626,1
"train",628,1
"train",629,1
"train",630,1
"train",631,1
"train",632,1
"train",633,1
"train",634,1
"train",635,1
"train",636,1
"train",637,1
"train",638,1
"train",639,1
"train",640,1
"train",641,1
"train",642,1
"train",643,1
"train",644,1
"train",645,0
"train",646,1
"train",647,1
"train",650,1
"train",651,1
"train",652,1
"train",653,1
"train",654,1
"train",655,1
"train",656,1
"train",658,1
"train",659,1
"train",660,0
"train",661,1
"train",662,1
"train",663,1
"train",664,1
"train",665,1
"train",666,1
"train",667,1
"train",668,1
"train",669,0
"train",670,1
"train",672,1
"train",673,1
"train",674,1
"train",675,1
"train",676,1
"train",677,1
"train",678,1
"train",679,1
"train",680,0
"train",681,1
"train",684,0
"train",685,1
"train",686,1
"train",688,1
"train",689,1
"train",690,0
"train",691,0
"train",692,1
"train",693,1
"train",695,1
"train",697,1
"train",699,1
"train",700,1
"train",701,1
"train",702,1
"train",704,0
"train",705,1
"train",706,1
"train",707,1
"train",708,1
"train",709,1
"train",712,0
"train",714,1
"train",715,1
"train",716,1
"train",717,0
"train",718,1
"train",720,1
"train",721,1
"train",722,1
"train",723,0
"train",724,1
"train",725,0
"train",726,1
"train",727,1
"train",728,0
"train",729,0
"train",730,1
"train",731,1
"train",732,1
"train",733,1
"train",734,1
"train",736,1
"train",737,1
"train",738,1
"train",740,1
"train",741,0
"train",742,1
"train",743,1
"train",744,1
"train",746,0
"train",747,1
"train",749,0
"train",751,1
"train",752,1
"train",753,1
"train",754,0
"train",755,1
"train",756,0
"train",757,1
"train",761,1
"train",762,0
"train",763,1
"train",764,1
"train",766,1
"train",767,1
"train",769,1
"train",770,1
"train",771,1
"train",773,1
"train",774,1
"train",775,1
"train",776,1
"train",777,1
"train",779,1
"train",780,1
"train",782,1
"train",783,1
"train",784,1
"train",785,1
"train",786,1
"train",788,1
"train",790,0
"train",791,1
"train",792,1
"train",794,1
"train",796,1
"train",797,1
"train",798,1
"train",799,1
"train",800,1
"train",801,1
"train",802,0
"train",803,1
"train",804,1
"train",805,1
"train",806,1
"train",807,1
"train",808,1
"train",809,0
"train",810,1
"train",811,0
"train",812,1
"train",813,1
"train",814,1
"train",816,1
"train",817,1
"train",818,1
"train",820,1
"train",821,1
"train",822,0
"train",823,1
"train",825,1
"train",826,1
"train",827,1
"train",828,1
"train",829,1
"train",830,0
"train",831,1
"train",832,0
"train",833,1
"train",834,1
"train",835,0
"train",838,1
"train",839,0
"train",841,0
"train",843,0
"train",844,1
"train",845,1
"train",846,0
"train",847,1
"train",848,1
"train",850,1
"train",852,1
"train",853,1
"train",854,1
"train",855,0
"train",856,1
"train",858,0
"train",859,0
"train",860,1
"train",861,1
"train",862,0
"train",863,1
"train",864,1
"train",865,1
"train",867,0
"train",868,0
"train",869,1
"train",870,0
"train",872,1
"train",874,1
"train",875,1
"train",876,1
"train",877,1
"train",880,1
"train",881,1
"train",884,1
"train",885,1
"train",886,1
"train",888,1
"train",889,1
"train",890,1
"train",891,1
"train",893,1
"train",894,0
"train",895,1
"train",896,1
"train",897,1
"train",898,1
"train",899,1
"train",900,1
"train",901,1
"train",902,1
"train",903,1
"train",904,1
"train",905,1
"train",906,1
"train",907,0
"train",908,1
"train",909,1
"train",910,0
"train",911,1
"train",912,1
"train",913,1
"train",916,1
"train",917,0
"train",918,0
"train",920,1
"train",922,1
"train",923,1
"train",924,1
"train",925,1
"train",926,1
"train",929,0
"train",930,0
"train",931,1
"train",932,1
"train",934,1
"train",935,1
"train",937,1
"train",938,1
"train",939,1
"train",940,1
"train",942,1
"train",943,0
"train",944,0
"train",946,1
"train",947,1
"train",948,0
"train",949,1
"train",951,1
"train",952,0
"train",953,1
"train",954,0
"train",956,1
"train",958,1
"train",959,1
"train",962,1
"train",963,1
"train",964,1
"train",965,1
"train",966,1
"train",967,0
"train",968,0
"train",969,0
"train",971,1
"train",972,1
"train",973,0
"train",974,1
"train",975,1
"train",976,1
"train",977,1
"train",978,1
"train",979,1
"train",980,1
"train",982,1
"train",983,1
"train",984,1
"train",985,1
"train",986,1
"train",987,1
"train",988,1
"train",989,1
"train",990,1
"train",991,1
"train",992,1
"train",994,1
"train",995,1
"train",996,1
"train",997,1
"train",998,1
"train",999,1
"train",1000,1
"train",1001,0
"train",1003,0
"train",1005,1
"train",1006,1
"train",1007,1
"train",1008,1
"train",1010,1
"train",1011,1
"train",1012,1
"train",1013,1
"train",1014,0
"train",1015,1
"train",1016,1
"train",1018,1
"train",1019,1
"train",1020,1
"train",1021,1
"train",1022,1
"train",1023,1
"train",1024,1
"train",1025,1
"train",1027,1
"train",1028,1
"train",1029,1
"train",1030,1
"train",1031,1
"train",1032,1
"train",1033,1
"train",1034,1
"train",1035,1
"train",1036,1
"train",1037,0
"train",1038,1
"train",1039,1
"train",1041,1
"train",1043,1
"train",1044,1
"train",1046,0
"train",1047,1
"train",1048,1
"train",1049,1
"train",1050,1
"train",1051,0
"train",1052,1
"train",1053,1
"train",1054,1
"train",1055,1
"train",1056,1
"train",1058,1
"train",1059,1
"train",1060,1
"train",1061,1
"train",1063,1
"train",1065,1
"train",1066,1
"train",1067,1
"train",1068,1
"train",1069,1
"train",1070,1
"train",1071,1
"train",1072,1
"train",1073,1
"train",1074,1
"train",1075,1
"train",1076,1
"train",1077,1
"train",1078,1
"train",1079,0
"train",1080,1
"train",1081,1
"train",1082,1
"train",1083,1
"train",1084,1
"train",1085,1
"train",1086,0
"train",1087,1
"train",1088,1
"train",1089,1
"train",1090,0
"train",1091,1
"train",1092,0
"train",1093,1
"train",1094,1
"train",1096,1
"train",1098,1
"train",1099,1
"train",1100,1
"train",1101,1
"train",1103,1
"train",1104,1
"train",1107,1
"train",1108,1
"train",1109,1
"train",1110,1
"train",1111,1
"train",1112,1
"train",1113,1
"train",1114,1
"train",1115,1
"train",1116,1
"train",1118,1
"train",1119,1
"train",1120,1
"train",1121,1
"train",1122,1
"train",1123,1
"train",1124,1
"train",1125,1
"train",1127,1
"train",1128,1
"train",1129,1
"train",1130,1
"train",1131,1
"train",1132,1
"train",1133,1
"train",1134,1
"train",1135,0
"train",1136,1
"train",1139,1
"train",1140,1
"train",1141,1
"train",1143,1
"train",1144,1
"train",1145,1
"train",1146,1
"train",1149,1
"train",1150,1
"train",1151,1
"train",1152,0
"train",1153,1
"train",1154,1
"train",1155,1
"train",1156,1
"train",1157,1
"train",1159,1
"train",1160,1
"train",1161,1
"train",1162,1
"train",1164,1
"train",1165,1
"train",1169,1
"train",1170,1
"train",1171,1
"train",1172,1
"train",1173,1
"train",1174,1
"train",1175,1
"train",1177,1
"train",1178,1
"train",1180,1
"train",1181,1
"train",1182,1
"train",1184,1
"train",1185,1
"train",1186,1
"train",1188,1
"train",1189,1
"train",1190,1
"train",1191,0
"train",1192,1
"train",1193,0
"train",1194,1
"train",1197,1
"train",1198,1
"train",1199,1
"train",1200,1
"train",1201,1
"train",1202,1
"train",1203,1
"train",1204,1
"train",1205,1
"train",1206,1
"train",1207,1
"train",1209,1
"train",1210,1
"train",1211,0
"train",1212,1
"train",1213,1
"train",1214,1
"train",1215,1
"train",1216,1
"train",1217,1
"train",1218,1
"train",1219,1
"train",1220,1
"train",1221,0
"train",1222,1
"train",1223,0
"train",1224,1
"train",1225,1
"train",1226,1
"train",1227,1
"train",1228,1
"train",1229,1
"train",1230,1
"train",1231,1
"train",1232,1
"train",1233,1
"train",1234,1
"train",1235,1
"train",1236,1
"train",1237,1
"train",1239,1
"train",1240,0
"train",1241,1
"train",1242,1
"train",1243,1
"train",1244,1
"train",1245,1
"train",1247,1
"train",1248,0
"train",1249,1
"train",1250,1
"train",1251,1
"train",1252,1
"train",1253,1
"train",1254,1
"train",1255,1
"train",1256,1
"train",1257,1
"train",1258,1
"train",1259,1
"train",1260,1
"train",1261,1
"train",1262,1
"train",1264,1
"train",1265,1
"train",1266,1
"train",1267,1
"train",1268,1
"train",1269,1
"train",1271,1
"train",1272,1
"train",1275,1
"train",1276,1
"train",1278,1
"train",1279,1
"train",1281,1
"train",1282,1
"train",1283,0
"train",1284,1
"train",1285,1
"train",1286,1
"train",1287,1
"train",1288,1
"train",1289,1
"train",1290,1
"train",1291,1
"train",1292,1
"train",1293,1
"train",1294,1
"train",1295,0
"train",1296,1
"train",1297,0
"train",1299,1
"train",1300,1
"train",1301,1
"train",1302,0
"train",1304,1
"train",1305,1
"train",1306,1
"train",1307,1
"train",1308,1
"train",1309,1
"train",1310,1
"train",1312,1
"train",1314,1
"train",1315,1
"train",1316,1
"train",1317,1
"train",1318,1
"train",1319,1
"train",1320,1
"train",1321,1
"train",1322,1
"train",1323,1
"train",1325,1
"train",1326,1
"train",1328,1
"train",1329,1
"train",1330,1
"train",1331,1
"train",1333,1
"train",1334,1
"train",1336,1
"train",1337,1
"train",1338,1
"train",1339,1
"train",1340,1
"train",1341,1
"train",1342,1
"train",1343,1
"train",1345,1
"train",1346,1
"train",1348,1
"train",1349,1
"train",1350,1
"train",1351,0
"train",1353,1
"train",1354,0
"train",1355,1
"train",1356,1
"train",1357,1
"train",1358,0
"train",1359,0
"train",1360,0
"train",1361,1
"train",1362,1
"train",1363,0
"train",1365,1
"train",1366,0
"train",1367,1
"train",1368,1
"train",1369,1
"train",1371,1
"train",1373,1
"train",1374,1
"train",1375,1
"train",1377,1
"train",1378,0
"train",1379,1
"train",1381,1
"train",1382,0
"train",1383,1
"train",1385,1
"train",1386,1
"train",1387,0
"train",1388,1
"train",1389,0
"train",1391,1
"train",1392,1
"train",1393,0
"train",1395,1
"train",1397,1
"train",1398,1
"train",1400,1
"train",1401,0
"train",1403,1
"train",1404,1
"train",1405,0
"train",1406,0
"train",1408,1
"train",1409,1
"train",1410,1
"train",1411,0
"train",1412,1
"train",1413,1
"train",1414,1
"train",1415,1
"train",1416,1
"train",1417,0
"train",1419,1
"train",1421,1
"train",1422,1
"train",1423,1
"train",1424,1
"train",1425,1
"train",1426,0
"train",1427,1
"train",1428,1
"train",1429,1
"train",1430,1
"train",1431,1
"train",1434,1
"train",1435,1
"train",1436,1
"train",1437,1
"train",1439,1
"train",1440,1
"train",1441,1
"train",1442,1
"train",1443,1
"train",1444,0
"train",1445,1
"train",1446,0
"train",1447,0
"train",1448,1
"train",1449,1
"train",1450,1
"train",1452,1
"train",1455,1
"train",1456,0
"train",1457,1
"train",1460,0
"train",1461,1
"train",1462,1
"train",1463,1
"train",1467,1
"train",1468,1
"train",1469,1
"train",1470,1
"train",1471,1
"train",1473,1
"train",1474,0
"train",1475,1
"train",1477,1
"train",1480,1
"train",1481,1
"train",1482,1
"train",1484,1
"train",1485,1
"train",1486,1
"train",1487,1
"train",1488,1
"train",1490,1
"train",1491,1
"train",1492,1
"train",1493,1
"train",1494,1
"train",1495,0
"train",1496,1
"train",1497,1
"train",1498,1
"train",1499,1
"train",1501,1
"train",1502,1
"train",1503,1
"train",1504,1
"train",1505,1
"train",1506,1
"train",1507,1
"train",1508,0
"train",1509,1
"train",1510,0
"train",1512,1
"train",1513,0
"train",1515,0
"train",1516,1
"train",1517,0
"train",1520,0
"train",1522,1
"train",1523,1
"train",1525,0
"train",1526,1
"train",1527,1
"train",1528,1
"train",1529,1
"train",1530,1
"train",1531,1
"train",1533,1
"train",1535,1
"train",1536,1
"train",1537,0
"train",1538,1
"train",1540,0
"train",1541,1
"train",1545,1
"train",1546,1
"train",1547,1
"train",1548,0
"train",1550,0
"train",1551,1
"train",1552,1
"train",1553,1
"train",1554,1
"train",1555,1
"train",1556,1
"train",1559,0
"train",1560,1
"train",1561,1
"train",1562,1
"train",1563,1
"train",1564,1
"train",1565,1
"train",1566,1
"train",1567,1
"train",1568,1
"train",1569,1
"train",1570,0
"train",1573,0
"train",1574,1
"train",1576,0
"train",1577,1
"train",1578,1
"train",1579,1
"train",1581,1
"train",1582,1
"train",1583,1
"train",1584,1
"train",1585,1
"train",1586,0
"train",1587,1
"train",1589,1
"train",1590,1
"train",1591,1
"train",1594,0
"train",1595,1
"train",1596,1
"train",1597,1
"train",1598,1
"train",1600,1
"train",1601,0
"train",1602,1
"train",1603,1
"train",1604,1
"train",1605,1
"train",1606,1
"train",1608,1
"train",1609,1
"train",1610,1
"train",1611,1
"train",1612,1
"train",1613,1
"train",1614,0
"train",1615,1
"train",1618,1
"train",1619,1
"train",1621,1
"train",1622,1
"train",1625,1
"train",1626,1
"train",1627,1
"train",1628,1
"train",1629,1
"train",1632,0
"train",1633,1
"train",1636,1
"train",1637,1
"train",1638,1
"train",1639,0
"train",1640,1
"train",1641,1
"train",1642,1
"train",1644,1
"train",1646,0
"train",1647,1
"train",1649,1
"train",1650,1
"train",1652,1
"train",1653,1
"train",1655,1
"train",1656,1
"train",1657,1
"train",1658,1
"train",1659,0
"train",1660,0
"train",1661,1
"train",1662,1
"train",1663,1
"train",1664,1
"train",1665,1
"train",1666,1
"train",1667,1
"train",1669,1
"train",1670,1
"train",1671,1
"train",1672,1
"train",1673,1
"train",1675,1
"train",1676,1
"train",1677,0
"train",1679,1
"train",1680,1
"train",1681,1
"train",1683,1
"train",1684,1
"train",1685,1
"train",1686,1
"train",1688,1
"train",1689,0
"train",1690,0
"train",1691,0
"train",1693,1
"train",1694,1
"train",1695,0
"train",1697,1
"train",1698,0
"train",1700,0
"train",1701,1
"train",1702,1
"train",1703,0
"train",1704,1
"train",1708,1
"train",1709,1
"train",1710,1
"train",1712,1
"train",1713,1
"train",1714,1
"train",1715,1
"train",1716,1
"train",1718,1
"train",1719,1
"train",1720,0
"train",1721,1
"train",1722,1
"train",1723,1
"train",1724,1
"train",1725,1
"train",1726,1
"train",1727,1
"train",1728,1
"train",1733,1
"train",1734,1
"train",1735,1
"train",1736,1
"train",1737,1
"train",1738,1
"train",1739,1
"train",1740,0
"train",1741,1
"train",1742,1
"train",1744,1
"train",1745,1
"train",1746,1
"train",1747,1
"train",1748,0
"train",1749,0
"train",1752,0
"train",1753,1
"train",1755,0
"train",1756,1
"train",1757,1
"train",1759,1
"train",1760,1
"train",1761,1
"train",1762,0
"train",1764,1
"train",1766,0
"train",1767,1
"train",1768,1
"train",1769,0
"train",1770,1
"train",1771,1
"train",1772,1
"train",1773,1
"train",1774,1
"train",1775,1
"train",1776,0
"train",1778,1
"train",1779,1
"train",1780,1
"train",1781,1
"train",1782,1
"train",1784,1
"train",1785,1
"train",1786,1
"train",1787,0
"train",1789,1
"train",1790,1
"train",1791,1
"train",1792,0
"train",1793,1
"train",1794,0
"train",1795,1
"train",1796,1
"train",1797,1
"train",1798,1
"train",1799,1
"train",1800,1
"train",1802,1
"train",1803,1
"train",1804,1
"train",1805,0
"train",1807,1
"train",1808,0
"train",1809,1
"train",1810,1
"train",1811,1
"train",1813,1
"train",1814,1
"train",1815,0
"train",1816,1
"train",1817,1
"train",1818,1
"train",1819,0
"train",1820,1
"train",1821,1
"train",1822,1
"train",1823,1
"train",1824,1
"train",1825,1
"train",1826,1
"train",1827,1
"train",1828,1
"train",1829,0
"train",1830,1
"train",1831,1
"train",1832,1
"train",1833,1
"train",1834,1
"train",1835,1
"train",1836,1
"train",1838,1
"train",1840,1
"train",1841,0
"train",1842,1
"train",1846,1
"train",1847,1
"train",1848,1
"train",1849,1
"train",1850,1
"train",1851,0
"train",1853,1
"train",1854,1
"train",1855,1
"train",1856,0
"train",1857,1
"train",1858,1
"train",1859,1
"train",1861,0
"train",1863,1
"train",1864,1
"train",1865,0
"train",1866,1
"train",1869,1
"train",1870,1
"train",1871,0
"train",1872,1
"train",1873,1
"train",1874,0
"train",1875,1
"train",1876,1
"train",1877,0
"train",1878,0
"train",1879,0
"train",1881,1
"train",1882,1
"train",1883,0
"train",1884,0
"train",1885,1
"train",1887,1
"train",1888,0
"train",1890,0
"train",1891,0
"train",1892,1
"train",1893,1
"train",1895,1
"train",1897,1
"train",1898,1
"train",1899,0
"train",1901,1
"train",1902,1
"train",1903,1
"train",1905,1
"train",1907,1
"train",1908,1
"train",1909,1
"train",1911,1
"train",1913,1
"train",1914,1
"train",1916,1
"train",1917,1
"train",1918,1
"train",1919,1
"train",1920,1
"train",1921,1
"train",1923,1
"train",1925,1
"train",1926,1
"train",1927,1
"train",1929,1
"train",1931,1
"train",1932,1
"train",1933,1
"train",1934,1
"train",1935,1
"train",1937,1
"train",1938,1
"train",1939,1
"train",1940,1
"train",1942,1
"train",1943,1
"train",1944,1
"train",1945,1
"train",1946,1
"train",1947,1
"train",1948,1
"train",1949,1
"train",1950,1
"train",1951,0
"train",1952,0
"train",1953,0
"train",1954,1
"train",1955,1
"train",1956,1
"train",1957,1
"train",1958,1
"train",1959,1
"train",1961,1
"train",1962,0
"train",1963,1
"train",1964,1
"train",1965,1
"train",1966,1
"train",1969,1
"train",1970,1
"train",1971,1
"train",1972,1
"train",1973,1
"train",1974,1
"train",1975,1
"train",1977,1
"train",1978,1
"train",1979,1
"train",1980,1
"train",1982,1
"train",1983,1
"train",1984,1
"train",1985,1
"train",1986,1
"train",1988,0
"train",1989,1
"train",1990,1
"train",1991,1
"train",1992,0
"train",1993,1
"train",1994,1
"train",1995,0
"train",1996,1
"train",1997,1
"train",1998,1
"train",1999,1
"train",2000,1
"train",2001,1
"train",2002,1
"train",2003,1
"train",2004,1
"train",2007,1
"train",2009,0
"train",2010,0
"train",2012,1
"train",2013,1
"train",2014,0
"train",2015,0
"train",2016,1
"train",2017,1
"train",2018,1
"train",2019,1
"train",2020,1
"train",2021,0
"train",2023,0
"train",2024,1
"train",2026,1
"train",2028,0
"train",2030,1
"train",2032,1
"train",2033,1
"train",2034,0
"train",2036,1
"train",2037,1
"train",2038,1
"train",2039,1
"train",2040,1
"train",2042,1
"train",2043,1
"train",2044,1
"train",2045,1
"train",2046,1
"train",2047,0
"train",2048,1
"train",2049,1
"train",2050,1
"train",2052,1
"train",2053,1
"train",2054,1
"train",2055,1
"train",2056,1
"train",2057,1
"train",2058,1
"train",2059,1
"train",2060,1
"train",2061,1
"train",2062,1
"train",2063,1
"train",2064,1
"train",2065,1
"train",2066,1
"train",2067,1
"train",2068,1
"train",2069,1
"train",2070,1
"train",2071,1
"train",2072,1
"train",2073,1
"train",2074,1
"train",2075,1
"train",2076,1
"train",2077,1
"train",2078,1
"train",2079,1
"train",2080,1
"train",2081,1
"train",2082,1
"train",2084,1
"train",2085,1
"train",2086,0
"train",2089,1
"train",2091,1
"train",2095,1
"train",2096,1
"train",2097,0
"train",2098,1
"train",2099,1
"train",2100,1
"train",2101,1
"train",2102,1
"train",2103,1
"train",2104,1
"train",2105,1
"train",2106,1
"train",2107,1
"train",2108,1
"train",2109,1
"train",2110,1
"train",2111,1
"train",2112,1
"train",2113,1
"train",2114,1
"train",2115,1
"train",2117,1
"train",2118,1
"train",2119,1
"train",2120,0
"train",2121,1
"train",2122,1
"train",2124,1
"train",2125,0
"train",2127,1
"train",2128,1
"train",2129,0
"train",2131,1
"train",2132,1
"train",2133,1
"train",2134,1
"train",2135,1
"train",2136,0
"train",2137,1
"train",2138,1
"train",2141,1
"train",2143,1
"train",2144,0
"train",2145,1
"train",2146,1
"train",2148,1
"train",2149,1
"train",2150,1
"train",2152,1
"train",2153,1
"train",2154,1
"train",2155,1
"train",2156,1
"train",2157,0
"train",2158,1
"train",2159,1
"train",2160,1
"train",2161,1
"train",2162,1
"train",2163,0
"train",2164,1
"train",2165,1
"train",2168,1
"train",2169,1
"train",2171,1
"train",2172,1
"train",2173,1
"train",2175,1
"train",2176,0
"train",2178,1
"train",2179,1
"train",2180,1
"train",2182,1
"train",2184,1
"train",2185,1
"train",2186,1
"train",2187,1
"train",2190,1
"train",2191,0
"train",2192,0
"train",2195,0
"train",2196,1
"train",2197,1
"train",2199,1
"train",2201,1
"train",2202,1
"train",2204,0
"train",2205,1
"train",2207,0
"train",2209,1
"train",2210,0
"train",2212,1
"train",2215,1
"train",2217,1
"train",2218,1
"train",2219,1
"train",2220,1
"train",2221,1
"train",2222,1
"train",2223,1
"train",2224,0
"train",2225,1
"train",2226,1
"train",2227,1
"train",2228,0
"train",2229,1
"train",2230,1
"train",2231,0
"train",2232,0
"train",2233,1
"train",2234,1
"train",2236,0
"train",2237,1
"train",2238,0
"train",2239,1
"train",2240,0
"train",2241,1
"train",2242,1
"train",2243,1
"train",2244,1
"train",2245,1
"train",2247,1
"train",2248,0
"train",2249,0
"train",2250,1
"train",2251,1
"train",2252,1
"train",2253,1
"train",2254,0
"train",2255,1
"train",2256,1
"train",2257,1
"train",2258,1
"train",2259,1
"train",2260,1
"train",2261,1
"train",2263,1
"train",2264,1
"train",2266,1
"train",2267,1
"train",2268,0
"train",2269,1
"train",2270,0
"train",2272,1
"train",2274,0
"train",2275,0
"train",2276,1
"train",2277,1
"train",2278,1
"train",2279,1
"train",2280,1
"train",2281,1
"train",2282,1
"train",2283,1
"train",2284,1
"train",2285,1
